// UPGRADE,UNIT,TYPE,EPOCH,HP,LOS,DAMAGE,RANGE,RELOAD,BUILDTIME,FOOD,WOOD,STONE,GOLD,TIN,IRON,SALTPETER,OIL,URANIUM,DISPLAYNAME,DISPLAYNAME,VISUAL,UI VISUAL,ICON,MMCOLOR,POP CAPACITY,FULLMAP,TOOLTIP,SNDSEL,SNDMOVE,SNDATTACK,SNDDEATH,UPGRADEREFS,CIV
CargoShipUpgradeEpoch12,CargoShip,"""Unit""",12,2500,12,45,11,0.5,40,0,400,0,400,0,0,0,0,0,tx_utn_cargoShip_u11_name,tx_utn_cargoShip_u11_pname,CargoShip_12,,icon_unit_littlecargo12,[0 0 0 0],0,0,vtt_unit_CargoShip,[v_CargoShip_11_sel01],[v_CargoShip_11_com01 v_CargoShip_11_com02],[v_CargoShip_11_com01 v_CargoShip_11_com02],[],[CargoShipEpoch12Attack CargoShipEpoch12Garrison],All
CargoShipUpgradeEpoch13,CargoShip,"""Unit""",13,3000,12,50,12,0.5,40,0,400,0,400,0,0,0,0,0,tx_utn_cargoShip_u11_name,tx_utn_cargoShip_u11_pname,CargoShip_13,,icon_unit_littlecargo13,[0 0 0 0],0,0,vtt_unit_CargoShip,[v_CargoShip_11_sel01],[v_CargoShip_11_com01 v_CargoShip_11_com02],[v_CargoShip_11_com01 v_CargoShip_11_com02],[],[CargoShipEpoch13Attack CargoShipEpoch13Garrison CargoShipEpoch13Size],All
CargoShipUpgradeEpoch15,CargoShip,"""Unit""",15,3500,12,55,12,0.5,40,0,400,0,400,0,0,0,0,0,tx_utn_cargoShip_u11_name,tx_utn_cargoShip_u11_pname,CargoShip_15,,icon_unit_littlecargo15,[0 0 0 0],0,0,vtt_unit_CargoShip,[v_CargoShip_11_sel01],[v_CargoShip_11_com01 v_CargoShip_11_com02],[v_CargoShip_11_com01 v_CargoShip_11_com02],[],[CargoShipEpoch15Attack CargoShipEpoch15Garrison],All
ScoutUpgradeEpoch1,Scout,"""Unit""",1,35,12,2,0.8,2,32.5,30,0,0,0,0,0,0,0,0,tx_utn_Scout_name,tx_utn_Scout_pname,Scout,,icon_unit_Scout_1,[0 0 0 0],0,0,vtt_unit_scout,[v_spy_07_sel01],[v_spy_07_com01 v_spy_07_com02],[v_spy_07_com01 v_spy_07_com02 v_spy_07_spe01],[],[],All
ScoutUpgradeEpoch4,Scout,"""Unit""",4,50,14,3,0.8,2,32.5,50,0,0,0,0,0,0,0,0,tx_utn_Scout_name,tx_utn_Scout_pname,Scout_4,,icon_unit_Scout_4,[0 0 0 0],0,0,vtt_unit_scout,[],[],[],[],[],All
ScoutUpgradeEpoch7,Scout,"""Unit""",7,65,16,4,0.8,2,32.5,50,0,0,0,0,0,0,0,0,tx_utn_Scout_name,tx_utn_Scout_pname,Scout_7,,icon_unit_Scout_7,[0 0 0 0],0,0,vtt_unit_scout,[v_spy_13_sel01],[v_spy_13_com01 v_spy_13_com02],[v_spy_13_com01 v_spy_13_com02 v_spy_13_spe01],[],[],All
ScoutUpgradeEpoch10,Scout,"""Unit""",10,80,18,5,0.8,2,32.5,50,0,0,0,0,0,0,0,0,tx_utn_Scout_name,tx_utn_Scout_pname,Scout_10,,icon_unit_Scout_10,[0 0 0 0],0,0,vtt_unit_scout,[],[],[],[],[],All
ScoutUpgradeEpoch13,Scout,"""Unit""",13,95,20,10,8,3.5,32.5,50,0,0,0,0,0,0,0,0,tx_utn_Scout_name,tx_utn_Scout_pname,Scout_13,,icon_unit_Scout_13,[0 0 0 0],0,0,vtt_unit_scout,[v_spy_04_sel01],[v_spy_04_com01 v_spy_04_com02],[v_spy_04_com01 v_spy_04_com02 v_spy_04_spe01],[],[ScoutEpoch13Attack],All
TransHelicopterUpgradeEpoch13,TransportHelicopter,"""Unit""",13,2300,6,0,0,0,45.5,150,0,0,150,0,0,0,150,0,tx_utn_TransHeli_u13_name,tx_utn_TransHeli_u13_pname,TransportHelicopter,,icon_unit_transhelicopter_13,[0 0 0 0],0,0,vtt_unit_TransportHelicopter,[v_TransportHelicopter_13_sel01],[v_TransportHelicopter_13_com01 v_TransportHelicopter_13_com02],[v_TransportHelicopter_13_com01 v_TransportHelicopter_13_com02],[],[],All
TransHelicopterUpgradeEpoch14,TransportHelicopter,"""Unit""",14,2350,13,0,0,0,45.5,200,0,0,200,0,0,0,200,0,tx_utn_TransHeli_u15_name,tx_utn_TransHeli_u15_pname,HeavyTransportHelicopter_14,,icon_unit_transhelicopter_14,[0 0 0 0],0,0,vtt_unit_TransportHelicopter,[v_TransportHelicopter_15_sel01],[v_TransportHelicopter_15_com01 v_TransportHelicopter_15_com02],[v_TransportHelicopter_15_com01 v_TransportHelicopter_15_com02],[],[TransHelicopterEpoch14Garrison],All
TransHelicopterUpgradeEpoch15,TransportHelicopter,"""Unit""",15,3350,6,0,0,0,45.5,200,0,0,200,0,0,0,200,0,tx_utn_TransHeli_u15_name,tx_utn_TransHeli_u15_pname,HeavyTransportHelicopter_15,,icon_unit_transhelicopter_15,[0 0 0 0],0,0,vtt_unit_TransportHelicopter,[v_TransportHelicopter_15_sel01],[v_TransportHelicopter_15_com01 v_TransportHelicopter_15_com02],[v_TransportHelicopter_15_com01 v_TransportHelicopter_15_com02],[],[TransHelicopterEpoch15Garrison],All
UU_Greek1UpgradeEpoch1,UniqueUnitGreek1,"""Unit""",1,285,5,11,1,1.5,40,0,35,0,25,15,0,0,0,0,tx_utn_UUGreek1_name,tx_utn_UUGreek1_pname,UniqueUnitGreek1,,icon_unit_UUGreek1,[0 0 0 0],0,0,vtt_unit_UUGreek1,[v_HeavyInfantry2_02_sel01],[v_HeavyInfantry2_02_com01 v_HeavyInfantry2_02_com02 v_HeavyInfantry2_02_spe01],[v_HeavyInfantry2_02_com01 v_HeavyInfantry2_02_com02 v_HeavyInfantry2_02_spe01],[],[],Greek
UU_Greek2UpgradeEpoch6,UniqueUnitGreek2,"""Unit""",7,355,5,30,1,1.0,45,44,0,0,34,0,24,0,0,0,tx_utn_UUGreek2_name,tx_utn_UUGreek2_pname,UniqueUnitGreek2,,icon_unit_UUGreek2,[0 0 0 0],0,0,vtt_unit_UUGreek2,[v_HeavyMounted1_08_sel01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[],[],Greek
UU_Greek3UpgradeEpoch11,UniqueUnitGreek3,"""Unit""",13,460,12,15,12,0.3,44,0,85,0,65,0,0,0,30,0,tx_utn_UUGreek3_name,tx_utn_UUGreek3_pname,UniqueUnitGreek3,,icon_unit_UUGreek3,[0 0 0 0],0,0,vtt_unit_UUGreek3,[v_HeavyInfantry2_11_sel01],[v_HeavyInfantry2_11_com01 v_HeavyInfantry2_11_com02 v_HeavyInfantry2_11_spe01],[v_HeavyInfantry2_11_spe01],[],[],Greek
UU_Roman1UpgradeEpoch1,UniqueUnitRoman1,"""Unit""",1,285,5,12,1,1.5,40,0,35,0,25,15,0,0,0,0,tx_utn_UURoman1_name,tx_utn_UURoman1_pname,UniqueUnitRoman1,,icon_unit_UURoman1,[0 0 0 0],0,0,vtt_unit_UURoman1,[v_HeavyInfantry1_03_sel01],[v_HeavyInfantry1_03_spe01 v_HeavyInfantry1_03_com01 v_HeavyInfantry1_03_com02],[v_HeavyInfantry1_03_spe01 v_HeavyInfantry1_03_com01 v_HeavyInfantry1_03_com02],[],[],Roman
UU_Roman2UpgradeEpoch6,UniqueUnitRoman2,"""Unit""",6,355,5,18,1,1.5,40,0,44,0,27,0,0,22,0,0,tx_utn_UURoman2_name,tx_utn_UURoman2_pname,UniqueUnitRoman2,,icon_unit_UURoman2,[0 0 0 0],0,0,vtt_unit_UURoman2,[v_HeavyInfantry2_05_sel01],[v_HeavyInfantry2_05_com01 v_HeavyInfantry2_05_com02 v_HeavyInfantry2_05_spe01],[v_HeavyInfantry2_05_com01 v_HeavyInfantry2_05_com02 v_HeavyInfantry2_05_spe01],[],[],Roman
UU_Roman3UpgradeEpoch11,UniqueUnitRoman3,"""Unit""",12,465,11,18,11,0.5,35,58,0,0,35,0,0,0,0,0,tx_utn_UURoman3_name,tx_utn_UURoman3_pname,UniqueUnitRoman3,,icon_unit_UURoman3,[0 0 0 0],0,0,vtt_unit_UURoman3,[v_HeavyInfantry1_11_sel01],[v_HeavyInfantry1_11_com01 v_HeavyInfantry1_11_com02 v_HeavyInfantry1_11_spe01],[v_HeavyInfantry1_11_com01 v_HeavyInfantry1_11_com02 v_HeavyInfantry1_11_spe01],[],[],Roman
UU_English1UpgradeEpoch1,UniqueUnitEnglish1,"""Unit""",1,300,5,0,0,0,37,45,0,0,90,10,0,0,0,0,tx_utn_UUEnglish1_name,tx_utn_UUEnglish1_pname,UniqueUnitEnglish1,,icon_unit_UUEnglish1,[0 0 0 0],0,0,vtt_unit_UUEnglish1,[v_Priest_01_sel01],[v_Priest_01_com01 v_Priest_01_com02 v_Priest_01_spe01],[v_Priest_01_com01 v_Priest_01_com02 v_Priest_01_spe01],[],[],English
UU_English2UpgradeEpoch6,UniqueUnitEnglish2,"""Unit""",6,350,9,30,8,3,45,0,46,0,36,0,0,26,0,0,tx_utn_UUEnglish2_name,tx_utn_UUEnglish2_pname,UniqueUnitEnglish2,,icon_unit_UUEnglish2,[0 0 0 0],0,0,vtt_unit_UUEnglish2,[v_HeavyMounted1_08_sel01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[],[],English
UU_English3UpgradeEpoch11,UniqueUnitEnglish3,"""Unit""",11,420,11,0,0,0,37.7,120,0,0,80,0,0,0,50,0,tx_utn_UUEnglish3_name,tx_utn_UUEnglish3_pname,UniqueUnitEnglish3,,icon_unit_UUEnglish3,[0 0 0 0],0,0,vtt_unit_UUEnglish3,[v_spy_10_sel01],[v_spy_10_com01 v_spy_10_com02],[v_spy_10_com01 v_spy_10_com02 v_spy_10_spe01],[],[],English
UU_American1UpgradeEpoch1,UniqueUnitAmerican1,"""Unit""",1,55,11,4,0.8,2,40,45,0,0,0,45,0,0,0,0,tx_utn_UUAmerican1_name,tx_utn_UUAmerican1_pname,UniqueUnitAmerican1,,icon_unit_UUAmerican1,[0 0 0 0],0,0,vtt_unit_UUAmerican1,[],[],[],[],[],American
UU_American2UpgradeEpoch6,UniqueUnitAmerican2,"""Unit""",6,315,9,19,8,2,37,45,0,0,26,0,0,21,0,0,tx_utn_UUAmerican2_name,tx_utn_UUAmerican2_pname,UniqueUnitAmerican2,,icon_unit_UUAmerican2,[0 0 0 0],0,0,vtt_unit_UUAmerican2,[v_HeavyInfantry1_09_sel01],[v_HeavyInfantry1_09_com01 v_HeavyInfantry1_09_com02],[v_HeavyInfantry1_09_com01 v_HeavyInfantry1_09_com02],[],[],American
UU_American3UpgradeEpoch11,UniqueUnitAmerican3,"""Unit""",14,4300,15,350,15,3,70,400,470,0,0,0,0,0,200,470,tx_utn_MBT_M10_name,tx_utn_MBT_M10_pname,UniqueUnitAmerican3,,icon_unit_MBT_M10,[0 0 0 0],0,0,vtt_unit_MBT_M10,[v_HeavyMounted1_06_sel01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[],[],American
UU_American3UpgradeEpoch15,UniqueUnitAmerican3,"""Unit""",15,5000,16,430,16,3,70,400,470,0,0,0,0,0,200,470,tx_utn_M10ESP_name,tx_utn_M10ESP_pname,UniqueUnitAmerican4,,icon_unit_MBT_M10,[0 0 0 0],0,0,vtt_unit_M10ESP,[v_HeavyMounted1_06_sel01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[],[],American
UU_German1UpgradeEpoch1,UniqueUnitGerman1,"""Unit""",1,250,5,12,0.8,1.5,37,37,0,0,17,12,0,0,0,0,tx_utn_UUGerman1_name,tx_utn_UUGerman1_pname,UniqueUnitGerman1,,icon_unit_UUGerman1,[0 0 0 0],0,0,vtt_unit_UUGerman1,[v_HeavyInfantry1_03_sel01],[v_HeavyInfantry1_03_spe01 v_HeavyInfantry1_03_com01 v_HeavyInfantry1_03_com02],[v_HeavyInfantry1_03_spe01 v_HeavyInfantry1_03_com01 v_HeavyInfantry1_03_com02],[],[],German
UU_German2UpgradeEpoch6,UniqueUnitGerman2,"""Unit""",6,345,5,27,1,2.0,45,39,0,0,29,0,19,0,0,0,tx_utn_UUGerman2_name,tx_utn_UUGerman2_pname,UniqueUnitGerman2,,icon_unit_UUGerman2,[0 0 0 0],0,0,vtt_unit_UUGerman2,[v_HeavyMounted1_06_sel01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[],[],German
UU_German3UpgradeEpoch11,UniqueUnitGerman3,"""Unit""",12,2950,13,240,13,3,70,150,350,0,350,0,0,220,450,0,tx_utn_UUGerman3_name,tx_utn_UUGerman3_pname,UniqueUnitGerman3,,icon_unit_UUGerman3,[0 0 0 0],0,0,vtt_unit_UUGerman3,[v_HeavyMounted1_12_sel01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[v_HeavyMounted1_12_com01 v_HeavyMounted1_12_com02 v_HeavyMounted1_12_spe01],[],[],German

UU_Egyptian1UpgradeEpoch1,UniqueUnitEgyptian1,"""Unit""",1,275,5,20,1,1.0,45,37,0,0,27,17,0,0,0,0,tx_utn_UUEgyptian1_name,tx_utn_UUEgyptian1_pname,UniqueUnitEgyptian1,,icon_unit_UUEgyptian1,[0 0 0 0],0,0,vtt_unit_UUEgyptian1,[v_HeavyMounted1_06_sel01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[v_HeavyMounted1_06_com01 v_HeavyMounted1_06_com02 v_HeavyMounted1_06_spe01],[],[],Egyptian
UU_Egyptian2UpgradeEpoch6,UniqueUnitEgyptian2,"""Unit""",8,330,8,30,7,3,45,0,44,0,34,0,24,0,0,0,tx_utn_UUEgyptian2_name,tx_utn_UUEgyptian2_pname,UniqueUnitEgyptian2,,icon_unit_UUEgyptian2,[0 0 0 0],0,0,vtt_unit_UUEgyptian2,[v_HeavyMounted1_08_sel01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[],[],Egyptian
UU_Egyptian3UpgradeEpoch11,UniqueUnitEgyptian3,"""Unit""",13,2200,14,40,14,0.5,70,0,350,0,350,0,0,0,350,300,tx_utn_UUEgyptian3_name,tx_utn_UUEgyptian3_pname,UniqueUnitEgyptian3,,icon_unit_UUEgyptian3,[0 0 0 0],0,0,vtt_unit_UUEgyptian3,[v_LightMounted1_13_sel01],[v_LightMounted1_13_com01 v_LightMounted1_13_com02],[v_LightMounted1_13_com01 v_LightMounted1_13_com02 v_LightMounted1_13_spe01],[],[],Egyptian
UU_Turkish1UpgradeEpoch1,UniqueUnitTurkish1,"""Unit""",4,270,5,20,1,1.0,45,37,0,0,27,17,0,0,0,0,tx_utn_UUTurkish1_name,tx_utn_UUTurkish1_pname,UniqueUnitTurkish1,,icon_unit_UUTurkish1,[0 0 0 0],0,0,vtt_unit_UUTurkish1,[v_HeavyMounted1_04_sel01],[v_HeavyMounted1_04_com01 v_HeavyMounted1_04_com02 v_HeavyMounted1_04_spe01],[v_HeavyMounted1_04_com01 v_HeavyMounted1_04_com02 v_HeavyMounted1_04_spe01],[],[],Turkish
UU_Turkish2UpgradeEpoch6,UniqueUnitTurkish2,"""Unit""",8,315,9,19,8,2,37,45,0,0,26,0,0,21,0,0,tx_utn_UUTurkish2_name,tx_utn_UUTurkish2_pname,UniqueUnitTurkish2,,icon_unit_UUTurkish2,[0 0 0 0],0,0,vtt_unit_UUTurkish2,[v_HeavyInfantry1_07_sel01],[v_HeavyInfantry1_07_spe01 v_HeavyInfantry1_07_com01 v_HeavyInfantry1_07_com02],[v_HeavyInfantry1_07_spe01 v_HeavyInfantry1_07_com01 v_HeavyInfantry1_07_com02],[],[],Turkish
UU_Turkish3UpgradeEpoch11,UniqueUnitTurkish3,"""Unit""",11,400,12,16,12,0.3,44,0,62,0,35,0,0,0,36,0,tx_utn_UUTurkish3_name,tx_utn_UUTurkish3_pname,UniqueUnitTurkish3,,icon_unit_UUTurkish3,[0 0 0 0],0,0,vtt_unit_UUTurkish3,[v_HeavyInfantry2_11_sel01],[v_HeavyInfantry2_11_com01 v_HeavyInfantry2_11_com02 v_HeavyInfantry2_11_spe01],[v_HeavyInfantry2_11_spe01],[],[],Turkish
UU_Babylonian1UpgradeEpoch1,UniqueUnitBabylonian1,"""Unit""",1,230,7,13,6,3,37,32,22,0,0,12,0,0,0,0,tx_utn_UUBabylonian1_name,tx_utn_UUBabylonian1_pname,UniqueUnitBabylonian1,,icon_unit_UUBabylonian1,[0 0 0 0],0,0,vtt_unit_UUBabylonian1,[v_LightInfantry_01_sel01],[v_LightInfantry_01_com01 v_LightInfantry_01_com02],[v_LightInfantry_01_com01 v_LightInfantry_01_com02 v_LightInfantry_01_spe01],[],[],Babylonian
UU_Babylonian2UpgradeEpoch6,UniqueUnitBabylonian2,"""Unit""",6,300,8,24,7,3,45,0,44,0,34,0,24,0,0,0,tx_utn_UUBabylonian2_name,tx_utn_UUBabylonian2_pname,UniqueUnitBabylonian2,,icon_unit_UUBabylonian2,[0 0 0 0],0,0,vtt_unit_UUBabylonian2,[v_LightMounted1_10_sel01],[v_LightMounted1_10_com01 v_LightMounted1_10_com02],[v_LightMounted1_10_com01 v_LightMounted1_10_com02 v_LightMounted1_10_spe01],[],[],Babylonian
UU_Babylonian3UpgradeEpoch11,UniqueUnitBabylonian3,"""Unit""",12,500,12,150,12,4,35,154,0,0,154,0,0,0,150,0,tx_utn_UUBabylonian3_name,tx_utn_UUBabylonian3_pname,UniqueUnitBabylonian3,,icon_unit_UUBabylonian3,[0 0 0 0],0,0,vtt_unit_UUBabylonian3,[v_HeavyInfantry1_11_sel01],[v_HeavyInfantry1_11_com01 v_HeavyInfantry1_11_com02 v_HeavyInfantry1_11_spe01],[v_HeavyInfantry1_11_com01 v_HeavyInfantry1_11_com02 v_HeavyInfantry1_11_spe01],[],[],Babylonian
UU_Chinese1UpgradeEpoch1,UniqueUnitChinese1,"""Unit""",4,210,6,15,6,2.5,37,0,35,0,40,10,0,0,0,0,tx_utn_UUChinese1_name,tx_utn_UUChinese1_pname,UniqueUnitChinese1,,icon_unit_UUChinese1,[0 0 0 0],0,0,vtt_unit_UUChinese1,[v_LightInfantry_01_sel01],[v_LightInfantry_01_com01 v_LightInfantry_01_com02],[v_LightInfantry_01_com01 v_LightInfantry_01_com02 v_LightInfantry_01_spe01],[],[],Chinese
UU_Chinese2UpgradeEpoch6,UniqueUnitChinese2,"""Unit""",7,170,14,250,14,8,60,250,300,250,200,0,0,0,0,0,tx_utn_Hongyipao_name,tx_utn_Hongyipao_pname,UniqueUnitChinese2,,icon_unit_Hongyipao,[0 0 0 0],0,0,vtt_unit_Hongyipao,[v_LightInfantry_01_sel01],[v_LightInfantry_01_com01 v_LightInfantry_01_com02],[v_LightInfantry_01_com01 v_LightInfantry_01_com02 v_LightInfantry_01_spe01],[],[],Chinese
UU_Chinese2UpgradeEpoch9,UniqueUnitChinese2,"""Unit""",9,200,15,280,15,8,60,300,300,300,200,0,0,0,0,0,tx_utn_Hongyipao_name,tx_utn_Hongyipao_pname,UniqueUnitChinese2,,icon_unit_Hongyipao,[0 0 0 0],0,0,vtt_unit_Hongyipao,[v_LightInfantry_01_sel01],[v_LightInfantry_01_com01 v_LightInfantry_01_com02],[v_LightInfantry_01_com01 v_LightInfantry_01_com02 v_LightInfantry_01_spe01],[],[],Chinese
UU_Chinese3UpgradeEpoch11,UniqueUnitChinese3,"""Unit""",14,4300,15,350,15,3,70,400,470,0,0,0,0,0,200,470,tx_utn_UUChinese3_name,tx_utn_UUChinese3_pname,UniqueUnitChinese3,,icon_unit_UUChinese3,[0 0 0 0],0,0,vtt_unit_UUChinese3,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[],Chinese
UU_Chinese3UpgradeEpoch15,UniqueUnitChinese3,"""Unit""",15,5000,16,430,16,3,70,400,470,0,0,0,0,0,200,470,tx_utn_ZTZ100_name,tx_utn_ZTZ100_pname,UniqueUnitChinese4,,icon_unit_ZTZ100,[0 0 0 0],0,0,vtt_unit_ZTZ100,[v_tank_select_chn01 v_tank_select_chn02],[v_tank_move_chn01 v_tank_move_chn02],[v_tank_attack_chn01 v_tank_attack_chn02 v_tank_attack_chn03],[v_tank_death_chn01],[],Chinese
UU_Japanese1UpgradeEpoch1,UniqueUnitJapanese1,"""Unit""",1,255,5,15,0.8,1.5,37,39,0,0,19,0,14,0,0,0,tx_utn_UUJapanese1_name,tx_utn_UUJapanese1_pname,UniqueUnitJapanese1,,icon_unit_UUJapanese1,[0 0 0 0],0,0,vtt_unit_UUJapanese1,[v_HeavyInfantry1_05_sel01],[v_HeavyInfantry1_05_spe01 v_HeavyInfantry1_05_com01 v_HeavyInfantry1_05_com02],[v_HeavyInfantry1_05_spe01 v_HeavyInfantry1_05_com01 v_HeavyInfantry1_05_com02],[],[],Japanese
UU_Japanese2UpgradeEpoch6,UniqueUnitJapanese2,"""Unit""",6,230,10,0,0,0,40,175,0,0,120,0,0,0,0,0,tx_utn_UUJapanese2_name,tx_utn_UUJapanese2_pname,UniqueUnitJapanese2,,icon_unit_UUJapanese2,[0 0 0 0],0,0,vtt_unit_UUJapanese2,[v_spy_07_sel01],[v_spy_07_com01 v_spy_07_com02],[v_spy_07_com01 v_spy_07_com02 v_spy_07_spe01],[],[],Japanese

UU_Korean1UpgradeEpoch1,UniqueUnitKorean1,"""Unit""",4,275,5,20,1,1.0,45,37,0,0,27,17,0,0,0,0,tx_utn_UUKorean1_name,tx_utn_UUKorean1_pname,UniqueUnitKorean1,,icon_unit_UUKorean1,[0 0 0 0],0,0,vtt_unit_UUKorean1,[v_HeavyMounted1_04_sel01],[v_HeavyMounted1_04_com01 v_HeavyMounted1_04_com02 v_HeavyMounted1_04_spe01],[v_HeavyMounted1_04_com01 v_HeavyMounted1_04_com02 v_HeavyMounted1_04_spe01],[],[],Korean
UU_Korean2UpgradeEpoch6,UniqueUnitKorean2,"""Unit""",6,515,8,50,9,1,68,165,0,0,145,0,0,155,0,0,tx_utn_UUKorean2_name,tx_utn_UUKorean2_pname,UniqueUnitKorean2,,icon_unit_UUKorean2,[0 0 0 0],0,0,vtt_unit_UUKorean2,[],[],[],[],[],Korean
UU_Korean3UpgradeEpoch11,UniqueUnitKorean3,"""Unit""",11,460,12,155,12,5,45,50,0,0,120,0,0,0,90,0,tx_utn_UUKorean3_name,tx_utn_UUKorean3_pname,UniqueUnitKorean3,,icon_unit_UUKorean3,[0 0 0 0],0,0,vtt_unit_UUKorean3,[v_LightInfantry_11_sel01],[v_LightInfantry_11_com01 v_LightInfantry_11_com02],[v_LightInfantry_11_com01 v_LightInfantry_11_com02 v_LightInfantry_11_spe01],[],[],Korean
UU_Inca1UpgradeEpoch1,UniqueUnitInca1,"""Unit""",1,160,7,8,6,3,37,32,22,0,0,12,0,0,0,0,tx_utn_UUInca1_name,tx_utn_UUInca1_pname,UniqueUnitInca1,,icon_unit_UUInca1,[0 0 0 0],0,0,vtt_unit_UUInca1,[v_LightInfantry_01_sel01],[v_LightInfantry_01_com01 v_LightInfantry_01_com02],[v_LightInfantry_01_com01 v_LightInfantry_01_com02],[],[],Inca
UU_Inca2UpgradeEpoch6,UniqueUnitInca2,"""Unit""",6,250,8,15,7,3,37,39,29,0,0,0,0,19,0,0,tx_utn_UUInca2_name,tx_utn_UUInca2_pname,UniqueUnitInca2,,icon_unit_UUInca2,[0 0 0 0],0,0,vtt_unit_UUInca2,[v_HeavyInfantry2_08_sel01],[v_HeavyInfantry2_08_com01 v_HeavyInfantry2_08_com02 v_HeavyInfantry2_08_spe01],[v_HeavyInfantry2_08_com01 v_HeavyInfantry2_08_com02 v_HeavyInfantry2_08_spe01],[],[],Inca
UU_Inca3UpgradeEpoch11,UniqueUnitInca3,"""Unit""",12,2000,15,350,17,4,70,0,550,0,550,0,0,0,550,550,tx_utn_UUInca3_name,tx_utn_UUInca3_pname,UniqueUnitInca3,,icon_unit_UUInca3,[0 0 0 0],0,0,vtt_unit_UUInca3,[v_HeavyArtillery_12_sel01],[v_HeavyArtillery_12_com01 v_HeavyArtillery_12_com02],[v_HeavyArtillery_12_com01 v_HeavyArtillery_12_com02 v_HeavyArtillery_12_spe01],[],[],Inca
UU_Aztec1UpgradeEpoch1,UniqueUnitAztec1,"""Unit""",1,160,7,8,6,3,37,32,22,0,0,12,0,0,0,0,tx_utn_UUAztec1_name,tx_utn_UUAztec1_pname,UniqueUnitAztec1,,icon_unit_UUAztec1,[0 0 0 0],0,0,vtt_unit_UUAztec1,[v_LightInfantry_01_sel01],[v_LightInfantry_01_com01 v_LightInfantry_01_com02],[v_LightInfantry_01_com01 v_LightInfantry_01_com02 v_LightInfantry_01_spe01],[],[],Aztec
UU_Aztec2UpgradeEpoch6,UniqueUnitAztec2,"""Unit""",6,305,5,25,1,1.0,45,39,0,0,29,0,19,0,0,0,tx_utn_UUAztec2_name,tx_utn_UUAztec2_pname,UniqueUnitAztec2,,icon_unit_UUAztec2,[0 0 0 0],0,0,vtt_unit_UUAztec2,[v_HeavyMounted1_08_sel01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[v_HeavyMounted1_08_com01 v_HeavyMounted1_08_com02 v_HeavyMounted1_08_spe01],[],[],Aztec
UU_Aztec3UpgradeEpoch11,UniqueUnitAztec3,"""Unit""",11,550,5,0,0,0,25,55,0,0,55,0,0,0,40,0,tx_utn_UUAztec3_name,tx_utn_UUAztec3_pname,UniqueUnitAztec3,,icon_unit_UUAztec3,[0 0 0 0],0,0,vtt_unit_UUAztec3,[v_Medic_12_sel01],[v_Medic_12_com01 v_Medic_12_com02],[v_Medic_12_com01 v_Medic_12_com02],[],[],Aztec
UU_Mayan1UpgradeEpoch1,UniqueUnitMayan1,"""Unit""",1,225,5,11,0.8,1.5,37,37,0,0,17,12,0,0,0,0,tx_utn_UUMayan1_name,tx_utn_UUMayan1_pname,UniqueUnitMayan1,,icon_unit_UUMayan1,[0 0 0 0],0,0,vtt_unit_UUMayan1,[v_HeavyInfantry1_01_sel01],[v_HeavyInfantry1_01_spe01 v_HeavyInfantry1_01_com01 v_HeavyInfantry1_01_com02],[v_HeavyInfantry1_01_spe01 v_HeavyInfantry1_01_com01 v_HeavyInfantry1_01_com02],[],[],Mayan
UU_Mayan2UpgradeEpoch6,UniqueUnitMayan2,"""Unit""",7,830,8,80,10,4,68,170,0,0,150,0,0,160,0,0,tx_utn_UUMayan2_name,tx_utn_UUMayan2_pname,UniqueUnitMayan2,,icon_unit_UUMayan2,[0 0 0 0],0,0,vtt_unit_UUMayan2,[],[],[],[],[],Mayan
